SEQ_ID	SYMBOL	GENE_NAME
XM_001072267	LOC684872	similar to histone 1, H2af
XM_001072268	Gata6	similar to Transcription factor GATA-6 (GATA-binding factor 6) (DNA-binding protein GATA-GT2)
XM_001072269	RGD1310262	hypothetical protein
XM_001072279	LOC684874	similar to 6.8 kDa mitochondrial proteolipid
XM_001072284	Tnfaip8l3	similar to tumor necrosis factor, alpha-induced protein 8-like 3
XM_001072288	LOC689857	similar to spermatogenesis associated glutamate (E)-rich protein 4a
XM_001072292	LOC684878	similar to Zinc finger protein 551 (Zinc finger protein KOX23)
XM_001072294	LOC684879	hypothetical protein
XM_001072295	Snx4	similar to sorting nexin 4
XM_001072296	RGD1559708	similar to ribosomal protein S10
XM_001072297	RGD1564327	similar to integrin alpha 8
XM_001072301	Slc25a24	similar to calcium-binding transporter
XM_001072303	LOC689861	hypothetical protein
XM_001072308	Trim14	hypothetical protein
XM_001072309	RGD1563016	similar to RP11-506B15.1 protein isoform 1
XM_001072310	Mfap2	similar to Microfibrillar-associated protein 2 precursor (MFAP-2) (Microfibril-associated glycoprotein) (MAGP) (MAGP-1)
XM_001072311	LOC689864	similar to mesogenin 1
XM_001072313	Mmp1b	similar to matrix metalloproteinase 1b (interstitial collagenase)
XM_001072316	LOC689867	hypothetical protein
XM_001072319	RGD1560014	similar to C28H8.3
XM_001072321	LOC499234	similar to NACHT, leucine rich repeat and PYD containing 14-like
XM_001072322	LOC683733	similar to transcription factor 7-like 2, T-cell specific, HMG-box isoform 4
XM_001072326	Ehf	similar to ets homologous factor
XM_001072329	RGD1565545	similar to zinc finger protein ZFP
XM_001072331	Xpr1	similar to xenotropic and polytropic retrovirus receptor 1
XM_001072332	LOC689871	hypothetical protein
XM_001072334	LOC684886	similar to Myosin-9 (Myosin heavy chain, nonmuscle IIa) (Nonmuscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA) (Cellular myosin heavy chain, type A) (Nonmuscle myosin heavy chain-A) (NMMHC-A)
XM_001072335	LOC689872	similar to isopentenyl-diphosphate delta isomerase 2
XM_001072337	RGD1309605	similar to 2310047O13Rik protein
XM_001072338	LOC684888	hypothetical protein
XM_001072341	RGD1565941	similar to Protein vav-3
XM_001072343	LOC684889	similar to T-cell leukemia homeobox protein 2 (Homeobox protein Hox-11L1) (Homeobox TLX-2) (PMUR10F)
XM_001072344	RGD1562378	similar to germinal histone H4 gene
XM_001072347	RGD1309085	similar to CG15738-PA
XM_001072348	Med8	similar to mediator of RNA polymerase II transcription subunit MED8 isoform 3
XM_001072349	Crocc	similar to ciliary rootlet coiled-coil, rootletin
XM_001072351	LOC689877	hypothetical protein
XM_001072354	LOC689878	similar to Myosin-9B (Myosin IXb) (Unconventional myosin-9b)
XM_001072357	LOC684892	hypothetical protein
XM_001072360	RGD1561818	similar to Nance-Horan syndrome protein
XM_001072364	Mcm2	similar to DNA replication licensing factor MCM2 (Minichromosome maintenance protein 2 homolog) (Nuclear protein BM28)
XM_001072365	Scube1	similar to signal peptide-CUB domian-EGF-related 1
XM_001072368	Lmln	similar to leishmanolysin-like (metallopeptidase M8 family)
XM_001072369	LOC684896	similar to Zinc finger protein 500
XM_001072370	LOC689881	similar to ribosomal protein L15
XM_001072371	LOC684897	hypothetical protein
XM_001072372	Btn2a2	similar to butyrophilin 2
XM_001072374	LOC689882	hypothetical protein
XM_001072375	LOC689883	similar to Histone-lysine N-methyltransferase, H3 lysine-9 specific 4 (Histone H3-K9 methyltransferase 4) (H3-K9-HMTase 4) (SET domain bifurcated 1) (ERG-associated protein with SET domain) (ESET)
XM_001072376	LOC689884	hypothetical protein
XM_001072377	LOC684898	hypothetical protein
XM_001072378	LOC689885	similar to NKR-P2, ortholog of human NKG2D
XM_001072379	LOC684899	similar to H2A histone family, member J
XM_001072382	RGD1305627	similar to chromosome 1 open reading frame 36
XM_001072386	LOC684901	similar to zinc finger protein 449
XM_001072387	LOC689887	similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH)
XM_001072388	Ppfibp2	similar to Liprin-beta-2 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein binding protein 2) (PTPRF-interacting protein binding protein 2) (Coiled-coil-like protein 1)
XM_001072389	LOC683733	similar to Transcription factor 7-like 2 (HMG box transcription factor 4) (T-cell-specific transcription factor 4) (TCF-4) (hTCF-4) isoform 6
XM_001072390	LOC684884	similar to Potassium channel tetramerisation domain-containing protein 4
XM_001072391	Ap1g1	similar to AP-1 complex subunit gamma-1 (Adapter-related protein complex 1 gamma-1 subunit) (Gamma-adaptin) (Adaptor protein complex AP-1 gamma-1 subunit) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 ... iso
XM_001072393	Krtcap2	similar to keratinocytes associated protein 2
XM_001072394	RGD1565957	similar to tripartite motif protein 32 (predicted)
XM_001072395	Fbxo42	similar to F-box protein 42
XM_001072396	Siva	similar to Apoptosis regulatory protein Siva (CD27-binding protein) (CD27BP)
XM_001072398	LOC689889	hypothetical protein
XM_001072400	Zfp580	similar to Zinc finger protein 580
XM_001072401	Fkbp2	similar to FK506-binding protein 2 precursor (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase) (13 kDa FKBP) (FKBP-13)
XM_001072402	LOC689890	similar to splicing factor, arginine/serine-rich 1 (ASF/SF2)
XM_001072404	LOC689891	similar to 60S ribosomal protein L17 (L23) (Amino acid starvation-induced protein) (ASI)
XM_001072405	LOC689892	similar to RuvB-like 2
XM_001072406	LOC684905	hypothetical protein
XM_001072408	LOC684906	similar to zinc finger, matrin type 4
XM_001072409	Btn1a1	similar to Butyrophilin subfamily 1 member A1 precursor (BT)
XM_001072410	LOC684907	hypothetical protein
XM_001072411	Prkaca	similar to cAMP-dependent protein kinase, alpha-catalytic subunit (PKA C-alpha)
XM_001072417	LOC689895	hypothetical protein
XM_001072421	Tdrd9	similar to tudor domain containing 9
XM_001072422	Olr991	olfactory receptor Olr991
XM_001072423	Mmp1a	similar to matrix metalloproteinase 1a (interstitial collagenase)
XM_001072428	RGD1307554	similar to CG16812-PA
XM_001072430	LOC291964	similar to FH1/FH2 domain-containing protein (Formin homolog overexpressed in spleen) (FHOS) (Formin homology 2 domain-containing protein 1)
XM_001072431	Col11a1	similar to Collagen alpha-1(XI) chain precursor
XM_001072433	LOC691098	similar to ribosomal protein L37
XM_001072434	Hebp2	similar to heme binding protein 2
XM_001072435	LOC689898	hypothetical protein
XM_001072438	Hip1r	similar to Huntingtin-interacting protein 1-related protein (Hip1-related)
XM_001072439	Zfp316	similar to zinc finger protein 316
XM_001072440	Lhx4	similar to LIM homeobox protein 4
XM_001072442	LOC684913	similar to Alpha-fetoprotein precursor (Alpha-fetoglobulin) (Alpha-1-fetoprotein)
XM_001072445	LOC684915	similar to zonadhesin isoform 3
XM_001072446	Asf1b	similar to anti-silencing function 1B
XM_001072448	LOC684916	hypothetical protein
XM_001072452	RGD1561172	similar to ladybird homeobox homolog 2
XM_001072453	RGD1560652	hypothetical protein
XM_001072456	Spata21	similar to spergen-3
XM_001072457	Kcnk13	similar to tandem pore domain potassium channel THIK-1
XM_001072458	RGD1559849	similar to heat shock protein 8
XM_001072462	RGD1309791	similar to SH2 domain protein 2A (T cell-specific adapter protein) (TSAd) (VEGF receptor-associated protein) (SH2 domain containing adapter protein)
XM_001072464	LOC684918	hypothetical protein
XM_001072465	LOC316457	similar to phosphatidylinositol-3-phosphate/phosphatidylinositol 5-kinase, type III isoform 2
XM_001072466	Twsg1	similar to twisted gastrulation homolog 1
XM_001072467	LOC689905	similar to spermatogenesis associated glutamate (E)-rich protein 4d
XM_001072469	LOC684919	similar to zinc finger protein 449
XM_001072471	RGD1560139	similar to Retinoic acid-induced protein 2 (3f8)
XM_001072472	LOC683733	similar to transcription factor 7-like 2 (T-cell specific, HMG-box) isoform 8
XM_001072473	Rag1ap1	similar to recombination activating gene 1 gene activation
XM_001072474	Ndor1	similar to NADPH dependent diflavin oxidoreductase 1
XM_001072477	Sema7a	similar to Semaphorin-7A precursor (Semaphorin L) (Sema L) (Semaphorin K1) (Sema K1) (CD108 antigen) (CDw108)
XM_001072478	Flk	similar to Proto-oncogene tyrosine-protein kinase FER (p94-FER) (c-FER) isoform 2
XM_001072480	Otub1	similar to OTU domain, ubiquitin aldehyde binding 1
XM_001072481	RGD1564720	hypothetical protein
XM_001072482	Lrch3	similar to leucine-rich repeats and calponin homology (CH) domain containing 3
XM_001072483	RGD1564396	similar to zinc finger protein 12
XM_001072484	LOC689910	hypothetical protein
XM_001072486	LOC360919	similar to Alpha-fetoprotein precursor (Alpha-fetoglobulin) (Alpha-1-fetoprotein)
XM_001072487	RGD1306755	hypothetical protein
XM_001072488	RGD1563937	similar to CG8435-PA
XM_001072491	Abt1	similar to activator of basal transcription
XM_001072493	LOC689913	hypothetical protein
XM_001072494	Solt	similar to SoxLZ/Sox6 leucine zipper binding protein in testis isoform 1
XM_001072495	LOC684922	hypothetical protein
XM_001072496	Prmt6	similar to Protein arginine N-methyltransferase 6 (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 6)
XM_001072497	RGD1565474	hypothetical protein
XM_001072498	RGD1561779	hypothetical protein
XM_001072499	RGD1565073	similar to germinal histone H4 gene
XM_001072502	Mpl	similar to myeloproliferative leukemia virus oncogene
XM_001072503	RGD1560286	similar to putative MAPK activating protein PM20,PM21 isoform 1
XM_001072505	RGD1565196	similar to alcohol dehydrogenase PAN2
XM_001072507	RGD1562153	similar to 40S ribosomal protein S19
XM_001072509	Mmp20	similar to Matrix metalloproteinase-20 precursor (MMP-20) (Enamel metalloproteinase) (Enamelysin)
XM_001072510	Acad11	similar to acyl-Coenzyme A dehydrogenase family, member 11
XM_001072511	LOC684923	similar to chromosome 9 open reading frame 79
XM_001072513	LOC684924	similar to zinc finger protein 449
XM_001072514	LOC286984	similar to putative pheromone receptor (Go-VN4)
XM_001072516	B3gnt6	similar to beta-1,3-N-acetylglucosaminyltransferase bGnT-6
XM_001072521	RGD1306717	similar to N-acetyltransferase 10
XM_001072522	Sntg2	similar to Gamma-2-syntrophin (G2SYN) (Syntrophin 5) (SYN5)
XM_001072524	RGD1309903	similar to CG5937-PA
XM_001072525	Rfpl4	similar to ret finger protein-like 4
XM_001072526	LOC689918	similar to SRY-box containing gene 30
XM_001072532	Sfrp1	similar to secreted frizzled-related sequence protein 1
XM_001072535	RGD1308872	similar to Retinoblastoma-binding protein 8 (RBBP-8) (CtBP-interacting protein) (CtIP) (Retinoblastoma-interacting protein and myosin-like) (RIM)
XM_001072537	Adamts6	similar to ADAM metallopeptidase with thrombospondin type 1 motif, 6 preproprotein
XM_001072540	Mrpl53	similar to mitochondrial ribosomal protein L53
XM_001072543	RGD1305828	similar to dpy-19-like 3
XM_001072545	RGD1561421	similar to GTP-binding protein REM2
XM_001072547	Dnajc13	similar to DnaJ (Hsp40) homolog, subfamily C, member 13
XM_001072549	Ankrd12	similar to ankyrin repeat domain 12
XM_001072551	LOC684932	similar to Zinc finger protein 75
XM_001072553	Ppfibp2	similar to protein tyrosine phosphatase, receptor-type, F interacting protein, binding protein 2
XM_001072554	LOC683733	similar to transcription factor 7-like 2, T-cell specific, HMG-box isoform 10
XM_001072555	Olfml2b	similar to olfactomedin-like 2B
XM_001072559	Ssna1	similar to Sjogrens syndrome nuclear autoantigen 1
XM_001072561	RGD1560303	similar to MAP/microtubule affinity-regulating kinase 4 (MAP/microtubule affinity-regulating kinase-like 1)
XM_001072565	LOC684936	similar to Cytochrome c, somatic
XM_001072567	Muc20	similar to mucin 20
XM_001072570	RGD1562510	similar to H3 histone, family 3B
XM_001072571	Dnajc15	similar to DnaJ (Hsp40) homolog, subfamily D, member 1
XM_001072576	LOC689932	similar to interleukin 23 receptor
XM_001072580	Arhgef19	similar to Rho guanine nucleotide exchange factor (GEF) 19
XM_001072582	LOC684940	similar to CG14535-PA
XM_001072586	LOC363405	similar to nidogen 2
XM_001072588	Pard6b	similar to par-6 (partitioning defective 6) homolog beta
XM_001072589	Spen	similar to Msx2-interacting protein (SPEN homolog) (SMART/HDAC1-associated repressor protein) isoform 1
XM_001072592	LOC689935	similar to ribosomal protein L27a
XM_001072593	Muc4	similar to mucin 4
XM_001072594	LOC689936	similar to G protein-coupled receptor 81
XM_001072601	Cables1	similar to Cdk5 and Abl enzyme substrate 1
XM_001072606	Elmo2	similar to Engulfment and cell motility protein 2 (CED-12 homolog A)
XM_001072607	Art4	similar to ADP-ribosyltransferase 4
XM_001072609	RGD1305347	hypothetical protein
XM_001072610	Epha2	similar to Eph receptor A2
XM_001072611	LOC689939	similar to KIAA0999 protein
XM_001072613	LOC684945	hypothetical protein
XM_001072614	LOC689940	similar to MIC2 like 1
XM_001072617	Gga2	similar to golgi associated, gamma adaptin ear containing, ARF binding protein 2 isoform 1
XM_001072618	Tgfb1i4	similar to transforming growth factor beta 1 induced transcript 4 isoform 1 isoform 1
XM_001072619	Efna3	similar to Ephrin-A3 precursor (EPH-related receptor tyrosine kinase ligand 3) (LERK-3) (EHK1 ligand) (EHK1-L) (EFL-2) isoform 1
XM_001072622	RGD1560871	similar to plexin A1
XM_001072626	LOC689942	hypothetical protein
XM_001072627	Perp	similar to p53 apoptosis effector related to Pmp22
XM_001072629	RGD1560879	similar to 60S ribosomal protein L29
XM_001072630	LOC684947	similar to glyceraldehyde-3-phosphate dehydrogenase
XM_001072631	RGD1562875	similar to RB-associated KRAB repressor
XM_001072633	RGD1565760	hypothetical protein
XM_001072634	LOC689944	hypothetical protein
XM_001072636	RGD1563070	similar to Transmembrane 7 superfamily member 1
XM_001072640	RGD1565381	similar to Protein disulfide-isomerase precursor (PDI) (Prolyl 4-hydroxylase beta subunit) (Cellular thyroid hormone-binding protein)
XM_001072642	RGD1561325	similar to CG4329-PA, isoform A
XM_001072645	LOC684950	hypothetical protein
XM_001072647	Crabp1	similar to Cellular retinoic acid-binding protein 1 (Cellular retinoic acid-binding protein I) (CRABP-I) (Retinoic acid-binding protein I, cellular)
XM_001072650	RGD1559965	similar to WW domain binding protein 11
XM_001072651	ORF19	similar to CXYorf1-related protein
XM_001072652	LOC689948	similar to RIKEN cDNA 5031410I06
XM_001072659	Dpm1	similar to Dolichol-phosphate mannosyltransferase (Dolichol-phosphate mannose synthase) (Dolichyl-phosphate beta-D-mannosyltransferase) (Mannose-P-dolichol synthase) (MPD synthase) (DPM synthase)
XM_001072660	Chchd6	similar to coiled-coil-helix-coiled-coil-helix domain containing 6 isoform 1
XM_001072665	LOC686151	similar to cell division cycle associated 5
XM_001072667	RGD1562348	similar to ankyrin repeat domain protein 17 isoform a
XM_001072670	Riok3	similar to Serine/threonine-protein kinase RIO3 (RIO kinase 3)
XM_001072671	LOC689953	hypothetical protein
XM_001072674	LOC686153	similar to Cellular tumor antigen p53 (Tumor suppressor p53)
XM_001072675	LOC686154	similar to zinc finger protein 334
XM_001072676	RGD1305975	similar to bolA-like 3 isoform 1
XM_001072678	LOC686156	hypothetical protein
XM_001072681	RGD1310269	hypothetical protein
XM_001072684	LOC689957	hypothetical protein
XM_001072685	LOC689958	similar to Spindlin-like protein 3 (SPIN-3) (Protein DXF34)
XM_001072687	Nhlrc2	similar to NHL repeat containing 2
XM_001072688	Mmp17	similar to Matrix metalloproteinase-17 precursor (MMP-17) (Membrane-type matrix metalloproteinase 4) (MT-MMP 4) (Membrane-type-4 matrix metalloproteinase) (MT4-MMP)
XM_001072689	Zbtb7b	similar to T helper-inducing POZ/Krueppel factor isoform 1
XM_001072690	LOC691675	similar to NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa
XM_001072691	Anapc2	similar to anaphase-promoting complex subunit 2
XM_001072696	RGD1562618	hypothetical protein
XM_001072700	LOC689962	hypothetical protein
XM_001072702	Olr1572	similar to olfactory receptor Olr1768
XM_001072704	RGD1559547	similar to mitochondrial COX18 isoform 6
XM_001072705	Psmc6	similar to proteasome 26S ATPase subunit 6
XM_001072706	LOC686158	similar to A-kinase anchor protein 11 (Protein kinase A-anchoring protein 11) (PRKA11) (A kinase anchor protein 220 kDa) (AKAP 220) (hAKAP220)
XM_001072709	LOC686159	hypothetical protein
XM_001072710	LOC686160	similar to ankyrin repeat domain 29
XM_001072715	LOC689964	hypothetical protein
XM_001072717	LOC689965	similar to ribosomal protein L27
XM_001072719	RGD1308133	similar to CG32333-PA, isoform A
XM_001072720	RGD1308677	similar to CG31751-PA, isoform A
XM_001072725	LOC686165	hypothetical protein
XM_001072726	RGD1310680	similar to ZK1067.4
XM_001072728	LOC684954	similar to CG10948-PC, isoform C isoform 1
XM_001072735	Obox5	similar to oocyte specific homeobox 3
XM_001072739	LOC689969	hypothetical protein
XM_001072740	LOC686168	similar to ankyrin repeat domain 29
XM_001072742	RGD1304885	similar to SH3 domain protein D19
XM_001072744	RGD1309543	similar to Protein KIAA1949 homolog
XM_001072745	Zfp334	hypothetical protein
XM_001072746	RGD1562829	similar to RAS-like, estrogen-regulated, growth-inhibitor
XM_001072749	RGD1559792	similar to XPG-like endonuclease CG10670-PA
XM_001072750	RGD1308350	similar to formin 3 CG33556-PA
XM_001072752	LOC689972	similar to piwi-like 4
XM_001072757	LOC686171	hypothetical protein
XM_001072758	LOC686172	similar to RT1 class I, CE1
XM_001072759	RGD1307158	similar to oocyte-testis gene 1
XM_001072764	Kcng1	similar to Potassium voltage-gated channel subfamily G member 1 (Voltage-gated potassium channel subunit Kv6.1) (kH2)
XM_001072768	RGD1311874	hypothetical protein
XM_001072771	Lgals12	similar to Galectin-12
XM_001072774	Tfrc	similar to transferrin receptor
XM_001072775	LOC686176	similar to F-box and leucine-rich repeat protein 18
XM_001072779	RGD1561955	similar to diacylglycerol kinase, eta isoform 2
XM_001072782	Mrc1	similar to Macrophage mannose receptor 1 precursor (MMR) (CD206 antigen)
XM_001072786	LOC686180	similar to olfactory receptor 1085
XM_001072790	Hspb7	similar to heat shock protein family, member 7 (cardiovascular)
XM_001072793	Col22a1	similar to collagen, type XXII, alpha 1
XM_001072796	LOC689982	similar to CG18437-PA
XM_001072798	Eif3s5	similar to eukaryotic translation initiation factor 3, subunit 5 epsilon, 47kDa
XM_001072800	LOC690777	similar to RUN and FYVE domain-containing 2
XM_001072811	LOC686187	hypothetical protein
XM_001072812	RGD1563144	similar to Glucosamine 6-phosphate N-acetyltransferase (Phosphoglucosamine transacetylase) (Phosphoglucosamine acetylase) (EMeg32 protein)
XM_001072814	Ank1	similar to ankyrin 1, erythroid
XM_001072815	LOC686189	similar to calcium-binding tyrosine-phosphorylation regulated protein isoform 2
XM_001072817	LOC689988	similar to SRY-box containing gene 12
XM_001072818	Slc2a10	similar to solute carrier family 2 member 10
XM_001072820	LOC689989	hypothetical protein
XM_001072821	LOC686191	hypothetical protein
XM_001072824	Mrpl3	similar to Mitochondrial 39S ribosomal protein L3 (L3mt) (MRP-L3)
XM_001072828	LOC503393	hypothetical protein
XM_001072829	RGD1306176	similar to Fc receptor homolog expressed in B cells
XM_001072833	LOC686922	similar to Glutathione S-transferase theta-1 (GST class-theta-1) (Glutathione transferase T1-1)
XM_001072834	Nfatc2	similar to nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 isoform b isoform 1
XM_001072835	LOC684425	similar to Adenylosuccinate synthetase isozyme 1 (Adenylosuccinate synthetase, muscle isozyme) (IMP--aspartate ligase 1) (AdSS 1) (AMPSase 1) isoform 1
XM_001072836	LOC501052	similar to Tumor suppressor candidate 2 (PDGFA-associated protein 2) (Fus-1 protein) (Fusion 1 protein)
XM_001072841	Tdrd5	similar to tudor domain containing 5
XM_001072843	Adamts3	similar to ADAM metallopeptidase with thrombospondin type 1 motif, 3 proprotein
XM_001072845	Slc39a12	similar to solute carrier family 39 (zinc transporter), member 12
XM_001072846	LOC686197	hypothetical protein
XM_001072847	LOC686198	hypothetical protein
XM_001072849	Mdc1	similar to Mediator of DNA damage checkpoint protein 1
XM_001072851	LOC689996	similar to translocase of outer mitochondrial membrane 20 homolog
XM_001072852	LOC500726	similar to KARP-1 binding protein 1
XM_001072855	Nudt16	similar to Nucleoside diphosphate-linked moiety X motif 16 (Nudix motif 16)
XM_001072858	LOC689999	similar to spermatogenesis associated glutamate (E)-rich protein 4d
XM_001072861	LOC687147	similar to resistance to inhibitors of cholinesterase 3 homolog
XM_001072862	Spop	similar to Speckle-type POZ protein (PDX-1 C-terminal-interacting factor 1) (PCIF1)
XM_001072867	LOC684425	similar to Adenylosuccinate synthetase isozyme 1 (Adenylosuccinate synthetase, muscle isozyme) (IMP--aspartate ligase 1) (AdSS 1) (AMPSase 1) isoform 2
XM_001072868	Dos	similar to Protein Dos (Downstream of Stk11 protein)
XM_001072870	Adpgk	similar to ATP-dependent glucokinase
XM_001072873	Slc22a19	similar to solute carrier family 22 (organic anion transporter), member 19
XM_001072875	LOC690002	hypothetical protein
XM_001072876	LOC686205	hypothetical protein
XM_001072877	Tiam1	similar to T-lymphoma invasion and metastasis-inducing protein 1 (TIAM-1 protein)
XM_001072880	LOC690003	similar to BTB (POZ) domain containing 8
XM_001072885	RGD1564672	hypothetical protein
XM_001072886	LOC365910	similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH)
XM_001072890	LOC690007	hypothetical protein
XM_001072891	LOC686209	similar to olfactory receptor 1340
XM_001072892	Timm9	similar to Mitochondrial import inner membrane translocase subunit Tim9
XM_001072894	LOC362792	similar to phospholipase D family, member 4
XM_001072895	Chrac1	similar to chromatin accessibility complex 1
XM_001072896	Ube2q2	similar to ubiquitin-conjugating enzyme E2Q 2
XM_001072899	LOC690010	hypothetical protein
XM_001072901	RGD1560449	similar to GTPase activating protein testicular GAP1
XM_001072905	Nfatc2	similar to nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 isoform a isoform 3
XM_001072906	LOC690422	hypothetical protein isoform 1
XM_001072907	Sh3yl1	similar to Sh3 domain YSC-like 1
XM_001072910	Olig3	similar to Oligodendrocyte transcription factor 3 (Oligo3) (Oligodendrocyte-specific bHLH transcription factor 3) (Basic helix-loop-helix domain-containing class B protein 7)
XM_001072911	LOC686213	similar to DnaJ homolog subfamily B member 6 (Heat shock protein J2) (HSJ-2) (MRJ) (mDj4)
XM_001072912	LOC690011	hypothetical protein
XM_001072913	Hmgb1	similar to High mobility group protein 1 (HMG-1) (High mobility group protein B1) (Amphoterin) (Heparin-binding protein p30)
XM_001072914	Zfp469	similar to zinc finger protein 469
XM_001072915	RGD1564953	similar to H3 histone, family 3B
XM_001072918	Ndufb7	similar to NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7
XM_001072919	LOC690012	similar to High mobility group protein 2 (HMG-2)
XM_001072920	LOC365837	similar to Multisynthetase complex auxiliary component p43
XM_001072921	LOC502758	similar to olfactory receptor 437
XM_001072924	RGD1309696	similar to AHNAK nucleoprotein isoform 1
XM_001072925	RGD1563556	similar to postmeiotic segregation increased 1
XM_001072926	LOC686216	similar to neuregulin 4
XM_001072927	Nek11	similar to NIMA (never in mitosis gene a)-related expressed kinase 11
XM_001072929	LOC690014	hypothetical protein
XM_001072931	Rgc32	similar to response gene to complement 32
XM_001072936	Nalp9b	similar to NACHT, LRR and PYD containing protein 9b
XM_001072940	RGD1311100	similar to organic solute transporter alpha
XM_001072941	LOC686219	similar to CG31151-PB, isoform B
XM_001072943	LOC686220	similar to Programmed cell death protein 5 (TFAR19 protein) (TF-1 cell apoptosis related gene 19 protein)
XM_001072946	Nsun6	similar to NOL1/NOP2/Sun domain family 6
XM_001072947	LOC686222	hypothetical protein
XM_001072952	LOC690018	hypothetical protein
XM_001072953	Ncoa3	similar to Nuclear receptor coactivator 3 (NCoA-3) (Thyroid hormone receptor activator molecule 1) (TRAM-1) (ACTR) (Receptor-associated coactivator 3) (RAC-3) (Amplified in breast cancer-1 protein homolog) (AIB-1) (Steroid receptor coactivator prot...
XM_001072956	LOC686223	similar to CD207 antigen, langerin
XM_001072957	Eps8	similar to epidermal growth factor receptor pathway substrate 8
XM_001072960	RGD1566169	hypothetical protein
XM_001072961	LOC690022	similar to 40S ribosomal protein S3
XM_001072962	RGD1564268	similar to ribosomal protein L36
XM_001072963	LOC690023	hypothetical protein
XM_001072964	Aste1	similar to asteroid CG4426-PA
XM_001072965	LOC690024	similar to RIKEN cDNA 5031410I06
XM_001072967	LOC686225	similar to PRAME family member 10
XM_001072968	LOC690025	similar to X-linked lymphocyte-regulated protein 3A
XM_001072969	LOC361623	similar to transcriptional intermediary factor 1 delta
XM_001072971	Fstl4	similar to follistatin-like 4 isoform 1
XM_001072973	LOC686590	similar to IQ motif and Sec7 domain 1 isoform 1
XM_001072975	Siva	similar to Apoptosis regulatory protein Siva (CD27-binding protein) (CD27BP)
XM_001072977	RGD1563597	similar to CG5359-PA
XM_001072979	Slc29a4	similar to solute carrier family 29 (nucleoside transporters), member 4
XM_001072983	RGD1562268	hypothetical protein
XM_001072994	LOC690035	similar to Protein KIAA0586
XM_001072997	RGD1311559	similar to MAP-kinase activating death domain
XM_001072998	LOC690037	similar to folate receptor 4 (delta) isoform 1
XM_001073000	LOC690038	similar to Bcl2-associated athanogene 2
XM_001073001	LOC690039	hypothetical protein
XM_001073002	LOC690040	similar to protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b
XM_001073003	Tdpoz1	similar to TD and POZ domain containing 1
XM_001073004	LOC690041	similar to X-linked lymphocyte-regulated protein 3A
XM_001073006	Cdc14a	similar to Dual specificity protein phosphatase CDC14A (CDC14 cell division cycle 14 homolog A) isoform 1
XM_001073008	LOC691729	similar to spermatogenesis associated 5-like 1 isoform 1
XM_001073010	Vps28	similar to vacuolar protein sorting 28
XM_001073013	RGD1564236	similar to oocyte specific homeobox 3
XM_001073015	RGD1560486	similar to transmembrane 4 L six family member 19
XM_001073018	LOC686234	similar to Peptide chain release factor 1, mitochondrial precursor (MRF-1)
XM_001073019	Zfp521	similar to zinc finger protein 521 isoform 1
XM_001073022	RGD1561993	similar to Small nuclear ribonucleoprotein F (snRNP-F) (Sm protein F) (Sm-F) (SmF)
XM_001073030	LOC690048	similar to Myosin-9B (Myosin IXb) (Unconventional myosin-9b)
XM_001073032	Map3k10	similar to mitogen-activated protein kinase kinase kinase 10
XM_001073034	Sf3b2	similar to splicing factor 3b, subunit 2
XM_001073035	Zcchc10	similar to zinc finger, CCHC domain containing 10 isoform 1
XM_001073036	LOC686240	similar to NMDA receptor regulated 1-like isoform 1
XM_001073037	Cdc14a	similar to Dual specificity protein phosphatase CDC14A (CDC14 cell division cycle 14 homolog A) isoform 2
XM_001073038	LOC691729	similar to spermatogenesis associated 5-like 1 isoform 2
XM_001073042	RGD1310937	similar to poly (ADP-ribose) polymerase family, member 6 isoform 2
XM_001073043	Il20ra	similar to interleukin 20 receptor, alpha
XM_001073044	LOC686237	similar to oocyte specific homeobox 3
XM_001073045	RGD1306346	similar to UBX domain-containing protein 7
XM_001073053	LOC686238	similar to olfactory receptor Olr869
XM_001073056	Gpr132	similar to Lysophosphatidylcholine receptor G2A (G2 accumulation protein) (G-protein coupled receptor 132)
XM_001073058	RGD1562084	similar to Ca-1T CG15899-PB
XM_001073060	LOC690054	hypothetical protein
XM_001073061	LOC689637	similar to Zinc finger protein RP-8 CG3260-PA isoform 1
XM_001073063	Zcchc10	similar to zinc finger, CCHC domain containing 10 isoform 2
XM_001073065	Cdc14a	similar to Dual specificity protein phosphatase CDC14A (CDC14 cell division cycle 14 homolog A) isoform 3
XM_001073066	LOC691729	similar to spermatogenesis associated 5-like 1 isoform 3
XM_001073068	RGD1560017	similar to 60S ribosomal protein L17 (L23) (Amino acid starvation-induced protein) (ASI)
XM_001073069	Slc35d3	similar to frc, fringe-like 1
XM_001073075	RGD1562500	hypothetical protein
